model_name,nickname,rouge-1,rouge-2,rouge-l,rouge_sum,status
Bllossom/llama-3.2-Korean-Bllossom-3B,Llama-3.2-Korean-3B,24.74667141427256,4.003596366164118,21.367354695432432,50.11762247586911,success
