model_name,nickname,rouge-1,rouge-2,rouge-l,rouge_sum,status
gogamza/kobart-base-v2,KoBART-base,3.737717546911734,0.6110627526602189,3.62352926006498,7.972309559636933,success
ainize/kobart-news,KoBART-news,0.0,0.0,0.0,0.0,failed: add_prefix_space does not match declared prepend_scheme at line 1 column 26564
psyche/KoT5-summarization,KoT5-sum,10.038147189096124,3.1827422293250036,9.51452488952839,22.73541430794952,success
digit82/kobart-summarization,KoBART-sum,8.335505747914466,2.186437722679977,7.749804239609229,18.271747710203673,success
